Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg,bmi,bsa_mosteller,fat_mass_kg,lean_mass_kg,fat_mass_index,ffmi,waist_hip_ratio,waist_height_ratio,body_adiposity_index,conicity_index,abdominal_volume_index,waist_neck_ratio,upper_lower_limb_ratio,calf_thigh_ratio,arm_trunk_ratio,forearm_upper_arm_ratio,shoulder_waist_ratio,hip_waist_difference,chest_waist_ratio,frame_size_index,relative_muscle_mass,muscle_to_fat_ratio,skeletal_muscle_index,bicep_to_wrist_ratio,calf_muscle_index
68.0,M,168.5,98.9,19.0,104.0,115.0,36.0,30.0,72.0,38.0,35.0,119.7,40.1,24.7,42.0,37.2,,34.8334492687265,2.151527235348055,36.790800000000004,62.1092,12.958043127966258,21.87540614076024,0.9043478260869565,0.6172106824925816,34.57726398439449,124.53993885559376,21.7167,2.888888888888889,0.4166666666666667,0.5277777777777778,0.28846153846153844,1.1666666666666667,0.3855769230769231,11.0,1.1509615384615386,11.275964391691394,,,,2.210526315789474,22.551928783382788
34.0,FEMALE,170.0,83.0,15.0,105.4,107.0,45.0,31.0,54.0,37.0,24.0,100.0,44.0,21.8,33.0,50.0,33.8,28.719723183391007,1.9797586833865495,41.5,41.5,14.359861591695504,14.359861591695504,0.9850467289719627,0.62,30.273678709805083,138.3883487756885,22.220112000000004,2.3422222222222224,0.5740740740740741,0.6851851851851852,0.29411764705882354,0.7741935483870968,0.41745730550284627,1.5999999999999943,0.9487666034155597,8.823529411764707,40.722891566265055,0.8144578313253011,11.695501730103807,2.2,21.764705882352942
68.0,f,156.0,88.0,17.0,1100.0,114.0,37.0,,72.0,40.3,26.0,,37.0,21.0,36.5,40.0,42.8,36.160420775805385,1.952775802116908,35.2,52.8,14.464168310322156,21.69625246548323,9.649122807017545,7.051282051282051,40.50836389032029,1343.6530748510834,3100.5372,29.72972972972973,,0.5597222222222222,,,0.03363636363636364,-986.0,,10.897435897435898,48.63636363636363,1.2159090909090908,17.587113740959893,2.1470588235294117,25.83333333333333
73.0,male,173.3,85.0,17.0,109.0,107.0,38.8,28.0,65.0,15.7,34.7,90.6,40.0,24.0,30.0,28.6,37.5,28.302304573419335,2.022821187242104,24.310000000000002,60.69,8.094459107997931,20.207845465421407,1.0186915887850467,0.6289671090594344,28.90141372376086,142.78737792297207,23.7648,2.809278350515464,0.4307692307692308,0.24153846153846154,0.25688073394495414,1.2392857142857143,0.3669724770642202,-2.0,0.8311926605504587,9.809578765147144,44.11764705882353,1.5425750719868365,12.486310841214413,1.7647058823529411,9.059434506635892
73.0,M,160.0,41.6,18.6,109.0,98.2,34.5,21.0,,45.0,29.0,123.0,,21.0,33.8,12.0,17.0,16.249999999999996,1.359738536958076,4.992,36.608000000000004,1.9499999999999995,14.299999999999999,1.109979633401222,0.68125,30.521197848208566,196.11613513818403,23.843648,3.1594202898550723,,,0.1926605504587156,1.380952380952381,,-10.799999999999997,1.128440366972477,11.625,40.86538461538461,3.405448717948718,6.640624999999999,1.8172043010752685,28.125
33.0,M,172.1,65.0,18.5,97.0,90.0,39.0,32.0,53.0,37.6,27.0,106.0,50.5,,37.0,1.0,22.2,21.94581005530007,1.7627708617716344,0.65,64.35,0.2194581005530007,21.726351954747063,1.0777777777777777,0.5636257989540965,21.863112378407514,144.80347798886257,18.8523,2.4871794871794872,0.6037735849056604,0.709433962264151,0.32989690721649484,0.84375,0.520618556701031,-7.0,1.092783505154639,10.74956420685648,34.15384615384615,34.15384615384615,7.4953382035024845,2.0,21.847762928529928
35.0,F,170.4,83.0,16.0,93.0,102.0,34.2,34.0,70.0,,22.0,100.0,40.0,24.0,30.0,35.0,42.0,28.585047058564218,1.9820864427836307,29.049999999999997,53.95,10.004766470497476,18.580280588066742,0.9117647058823529,0.5457746478873239,27.855959602157682,122.25093788805856,17.3547,2.7192982456140347,0.4857142857142857,,0.3655913978494624,0.6470588235294118,0.43010752688172044,9.0,1.075268817204301,9.389671361502346,50.602409638554214,1.4457831325301207,14.464722607948158,1.875,
18.0,f,158.0,35.0,15.0,90.0,89.0,12.5,20.0,70.1,36.0,22.0,89.0,37.0,21.0,22.0,41.0,13.9,14.020189072264058,1.2393994961718804,14.35,20.65,5.748277519628264,8.271911552635794,1.0112359550561798,0.569620253164557,26.81303689344302,175.43269408461742,16.2007,7.2,0.28530670470756064,0.5135520684736091,0.2222222222222222,1.1,0.4111111111111111,-1.0,0.9888888888888889,9.49367088607595,39.714285714285715,0.9686411149825784,5.568017945842012,1.4666666666666666,22.78481012658228
72.0,male,169.0,86.6,17.6,102.0,125.0,44.0,34.0,65.0,40.0,30.9,126.0,40.0,22.2,33.0,28.1,27.5,30.32106718952418,2.016280954849519,24.334600000000002,62.26539999999999,8.520219880256295,21.800847309267883,0.816,0.6035502958579881,38.89576695493855,130.724828311959,21.1783,2.3181818181818183,0.5230769230769231,0.6153846153846154,0.3333333333333333,0.9088235294117647,0.39215686274509803,23.0,1.2352941176470589,10.414201183431954,31.755196304849886,1.1300781603149423,9.628514407758834,1.8749999999999998,23.668639053254438
47.0,M,181.1,60.0,19.0,106.0,111.0,36.0,30.7,49.0,38.0,25.0,101.0,50.0,25.0,34.4,20.0,27.5,18.294239052651125,1.73733512407173,12.0,48.0,3.658847810530225,14.6353912421209,0.954954954954955,0.5853119823302043,27.54548208561166,168.9518561023884,22.4895,2.9444444444444446,0.6265306122448979,0.7755102040816326,0.28962264150943395,0.8143322475570033,0.4716981132075472,5.0,0.9528301886792453,10.491441192711209,45.83333333333333,2.2916666666666665,8.384859565798433,1.8105263157894735,20.982882385422418
51.0,f,170.0,109.0,17.0,155.0,95.0,37.0,42.4,60.0,39.2,22.9,112.0,42.0,20.0,37.0,38.0,32.7,37.71626297577855,2.268749043464751,41.42,67.58,14.33217993079585,23.384083044982702,1.631578947368421,0.9117647058823529,24.859808200294232,177.5891432053041,50.57,4.1891891891891895,0.7066666666666667,0.6533333333333334,0.2735483870967742,0.5400943396226415,0.2709677419354839,-60.0,0.7225806451612903,10.0,30.000000000000004,0.7894736842105263,11.314878892733566,2.176470588235294,23.058823529411768
73.0,F,146.0,77.3,16.0,100.2,102.0,30.0,35.0,90.0,38.2,,85.2,40.8,23.0,30.0,45.0,31.9,36.26383936948771,1.7705774324904415,34.785,42.515,16.31872771626947,19.94511165321824,0.9823529411764707,0.6863013698630137,39.819041532494204,126.33622754349828,20.082348000000003,3.3400000000000003,0.3888888888888889,0.42444444444444446,0.34930139720558884,,0.4071856287425149,1.7999999999999972,0.8502994011976048,10.95890410958904,41.26778783958603,0.9170619519908007,14.96528429348846,1.875,26.164383561643838
38.0,male,171.0,91.0,20.0,105.3,,,35.0,55.0,35.0,35.0,118.0,49.2,24.0,36.0,39.7,36.9,31.120686707020965,2.079062288629179,36.127,54.873,12.354912622687324,18.765774084333643,,0.6157894736842106,,132.4278207436148,,,0.6363636363636364,0.6363636363636364,0.33238366571699907,1.0,0.4672364672364673,,1.120607787274454,11.695906432748536,40.54945054945055,1.02139673928087,12.619267466912897,1.8,20.46783625730994
45.0,male,178.0,90.0,16.9,112.0,103.0,,33.0,45.0,30.0,28.4,119.4,46.0,25.5,34.6,14.7,33.0,28.40550435551067,2.1095023109728985,13.229999999999999,76.77,4.175609140260067,24.229895215250597,1.087378640776699,0.6292134831460674,25.37177750931108,144.50413384034536,25.1447,,0.7333333333333333,0.6666666666666666,0.29464285714285715,0.8606060606060606,0.4107142857142857,-9.0,1.0660714285714286,9.494382022471909,36.666666666666664,2.4943310657596376,10.415351597020578,2.047337278106509,16.853932584269664
24.0,male,174.6,56.0,20.0,70.5,84.0,34.0,28.1,52.0,35.0,29.0,94.7,45.0,25.0,30.2,22.4,,18.3695935989839,1.6480291259562132,12.543999999999999,43.456,4.1147889661723935,14.254804632811508,0.8392857142857143,0.40378006872852235,18.4093501065922,114.20647448877428,10.068075,2.073529411764706,0.5403846153846155,0.6730769230769231,0.39858156028368796,1.0320284697508897,0.6382978723404256,13.5,1.3432624113475178,11.45475372279496,,,,1.51,20.04581901489118
21.0,M,175.0,76.3,16.5,97.5,140.0,35.3,36.0,62.0,37.0,35.4,124.0,45.0,24.1,35.0,29.7,24.6,24.914285714285715,1.9258836355755706,22.661099999999998,53.6389,7.3995428571428565,17.514742857142856,0.6964285714285714,0.5571428571428572,42.47431568147635,135.4674241961005,20.276875,2.7620396600566575,0.5806451612903226,0.5967741935483871,0.36923076923076925,0.9833333333333333,0.46153846153846156,42.5,1.2717948717948717,9.428571428571429,32.241153342070774,1.0855607185882417,8.03265306122449,2.121212121212121,21.142857142857142
51.0,female,162.0,73.7,15.0,96.7,126.0,35.0,31.4,46.6,30.6,27.0,103.0,37.0,,29.0,30.0,40.0,28.082609358329517,1.8211260252931427,22.11,51.59,8.424782807498856,19.657826550830663,0.7674603174603175,0.5969135802469135,43.10799343587447,131.52967272168118,19.302723,2.762857142857143,0.6738197424892703,0.6566523605150215,0.3247156153050672,0.8598726114649682,0.3826266804550155,29.299999999999997,1.0651499482936917,9.25925925925926,54.27408412483039,1.8091361374943464,15.241579027587255,1.9333333333333333,18.88888888888889
23.0,Female,150.0,47.0,15.0,90.6,150.2,30.0,29.0,55.0,30.0,26.0,33.5,36.0,17.0,33.0,37.0,16.2,20.88888888888889,1.399404635312222,17.39,29.61,7.728888888888889,13.16,0.6031957390146472,0.604,63.758524303562965,148.49040791640132,18.903231999999996,3.02,0.5272727272727272,0.5454545454545454,0.3200883002207506,0.896551724137931,0.3973509933774835,59.599999999999994,0.369757174392936,10.0,34.46808510638298,0.9315698677400804,7.199999999999999,2.2,20.0
45.0,male,182.0,101.0,18.0,111.0,104.0,42.0,37.0,51.7,39.0,27.0,125.0,47.0,26.4,32.0,42.0,52.8,30.491486535442576,2.2596705757944258,42.42,58.58,12.806424344885883,17.685062190556696,1.0673076923076923,0.6098901098901099,24.357103809205782,136.7009359141691,24.676299999999998,2.642857142857143,0.7156673114119922,0.7543520309477756,0.3333333333333333,0.7297297297297297,0.42342342342342343,-7.0,1.1261261261261262,9.89010989010989,52.27722772277228,1.2446958981612446,15.940103852191763,1.7777777777777777,21.428571428571427
65.0,Female,166.0,90.0,14.2,105.8,104.0,35.0,38.0,49.0,42.0,23.0,95.0,,22.0,13.8,40.0,23.7,32.660763536072004,2.0371548787463363,36.0,54.0,13.0643054144288,19.5964581216432,1.0173076923076922,0.6373493975903615,30.626297996059414,131.82323313233172,22.389547999999998,3.0228571428571427,0.7755102040816326,0.8571428571428571,0.3591682419659735,0.6052631578947368,,-1.7999999999999972,0.8979206049149339,8.55421686746988,26.333333333333332,0.6583333333333333,8.600667731165627,0.9718309859154931,25.301204819277107
34.0,Male,174.9,113.0,18.0,104.3,114.0,45.0,38.1,56.0,43.0,26.0,90.7,42.0,25.0,45.0,38.3,41.5,36.94016445238167,2.343057119804523,43.278999999999996,69.721,14.14808298526218,22.792081467119495,0.9149122807017543,0.5963407661520869,31.28561011375212,119.04563981275233,21.822843000000002,2.3177777777777777,0.6803571428571429,0.7678571428571429,0.3652924256951103,0.6824146981627296,0.4026845637583893,9.700000000000003,0.8696069031639502,10.291595197255573,36.72566371681416,0.9588946140160356,13.566520573219817,2.5,24.585477415666094
19.0,male,176.0,26.0,17.8,65.0,106.0,31.1,27.0,38.0,38.0,32.0,88.0,43.0,20.0,36.0,20.0,,8.393595041322314,1.127435635019184,5.2,20.8,1.678719008264463,6.714876033057852,0.6132075471698113,0.3693181818181818,27.398014950629175,155.15169289254828,9.626700000000001,2.090032154340836,0.7105263157894737,1.0,0.4153846153846154,1.1851851851851851,0.6615384615384615,41.0,1.353846153846154,10.113636363636363,,,,2.0224719101123596,21.59090909090909
44.0,m,172.0,106.0,19.1,99.2,118.0,42.8,36.0,72.0,40.0,28.0,125.0,,9.8,45.0,25.0,53.2,35.83017847485127,2.250432057282433,26.5,79.5,8.957544618712818,26.872633856138457,0.840677966101695,0.5767441860465117,34.31055610246323,115.93016795001768,19.928688,2.3177570093457946,0.5,0.5555555555555556,0.3629032258064516,0.7777777777777778,,18.799999999999997,1.2600806451612903,11.104651162790699,50.18867924528302,2.0075471698113208,17.982693347755546,2.3560209424083767,23.25581395348837
25.0,Male,170.9,87.0,19.1,95.0,110.0,35.0,36.2,60.5,43.7,28.0,112.0,44.9,25.0,31.0,27.0,45.8,29.787573514533083,2.0322606460130386,23.490000000000002,63.51,8.042644848923933,21.744928665609148,0.8636363636363636,0.5558806319485079,31.23564039851555,122.15423054175177,18.2075,2.7142857142857144,0.5983471074380166,0.7223140495867769,0.3810526315789474,0.7734806629834253,0.4726315789473684,15.0,1.1789473684210525,11.176126389701581,52.643678160919535,1.9497658578118346,15.681274332938104,1.6230366492146595,25.570509069631363
67.0,F,155.0,70.0,14.0,110.0,125.0,37.0,35.0,58.0,43.0,23.7,108.0,44.1,25.0,34.0,4.0,32.1,29.1363163371488,1.7360555546666383,2.8000000000000003,67.2,1.1654526534859522,27.97086368366285,0.88,0.7096774193548387,46.77575233084667,150.16994312974853,24.3575,2.972972972972973,0.603448275862069,0.7413793103448276,0.3181818181818182,0.6771428571428572,0.40090909090909094,15.0,0.9818181818181818,9.032258064516128,45.857142857142854,11.464285714285714,13.361082206035379,2.4285714285714284,27.741935483870968
66.0,Male,179.0,125.0,22.0,140.0,125.0,43.9,43.0,65.0,35.0,34.0,144.5,45.0,27.0,39.5,40.0,56.4,39.012515214880935,2.4930458836085987,50.0,75.0,15.605006085952374,23.40750912892856,1.12,0.7821229050279329,34.19518804133631,153.69970952155762,39.3575,3.1890660592255125,0.6615384615384615,0.5384615384615384,0.30714285714285716,0.7906976744186046,0.32142857142857145,-15.0,1.0321428571428573,12.290502793296088,45.12,1.128,17.602446864954278,1.7954545454545454,19.553072625698324
67.0,M,174.0,61.0,17.0,103.0,108.4,35.1,28.1,48.4,39.0,322.0,115.0,47.0,22.7,52.0,19.0,27.7,20.147971991015986,1.7170711497586038,11.59,49.41,3.828114678293037,16.31985731272295,0.9501845018450183,0.5919540229885057,29.228636737904104,159.59542345477772,21.238412,2.9344729344729346,0.5805785123966942,0.8057851239669421,0.27281553398058256,11.459074733096084,0.4563106796116505,5.400000000000006,1.116504854368932,9.770114942528735,45.40983606557377,2.389991371872304,9.149161051658078,3.0588235294117645,22.413793103448278
68.0,m,172.0,93.0,21.0,114.0,120.0,40.0,32.0,55.0,34.6,29.0,108.0,40.0,24.0,38.4,34.0,36.4,31.435911303407252,2.107921567168317,31.62,61.379999999999995,10.688209843158466,20.747701460248784,0.95,0.6627906976744186,35.197175697420235,142.23323980893053,26.0172,2.85,0.5818181818181818,0.6290909090909091,0.2807017543859649,0.90625,0.3508771929824561,6.0,0.9473684210526315,12.209302325581394,39.13978494623655,1.1511701454775458,12.303948080043268,1.8285714285714285,20.116279069767444
20.0,male,182.5,130.0,17.0,126.0,104.0,41.0,46.6,70.4,44.2,34.0,111.1,42.2,23.0,45.0,37.0,71.6,39.03171326702946,2.567153633458227,48.1,81.9,14.441733908800902,24.58997935822856,1.2115384615384615,0.6904109589041096,24.18315280030189,136.96317197561186,32.0908,3.073170731707317,0.6619318181818181,0.6278409090909091,0.36984126984126986,0.7296137339055794,0.33492063492063495,-22.0,0.8817460317460317,9.315068493150685,55.076923076923066,1.4885654885654884,21.497466691686995,2.6470588235294117,24.21917808219178
45.0,male,185.0,90.0,17.0,100.0,111.4,39.0,36.7,48.0,41.1,30.0,93.0,42.1,25.0,40.6,18.6,35.4,26.296566837107374,2.1505813167606567,16.740000000000002,73.25999999999999,4.891161431701972,21.4054054054054,0.8976660682226212,0.5405405405405406,26.27184264932442,131.53402548994842,20.090972,2.5641025641025643,0.7645833333333334,0.8562500000000001,0.36700000000000005,0.8174386920980926,0.42100000000000004,11.400000000000006,0.93,9.18918918918919,39.33333333333333,2.114695340501792,10.343316289262233,2.388235294117647,22.216216216216218
35.0,MALE,185.0,120.0,20.0,123.0,122.0,,33.0,60.0,42.0,11.1,96.0,40.0,26.0,38.0,41.0,50.9,35.06208911614317,2.48327740429189,49.199999999999996,70.80000000000001,14.375456537618698,20.68663257852447,1.0081967213114753,0.6648648648648648,30.484423727267313,140.11152326968005,30.2587,,0.55,0.7,0.2682926829268293,0.33636363636363636,0.3252032520325203,-1.0,0.7804878048780488,10.81081081081081,42.416666666666664,1.0345528455284554,14.87216946676406,1.9,22.702702702702705
42.0,female,154.0,90.0,17.0,135.0,93.1,36.0,52.0,64.0,37.5,26.0,71.2,38.0,21.0,38.0,49.0,44.6,37.949063923089895,1.9621416870348585,44.1,45.9,18.59504132231405,19.35402260077585,1.4500537056928036,0.8766233766233766,30.715661006988896,162.0116989294837,37.678927,3.75,0.8125,0.5859375,0.3851851851851852,0.5,0.2814814814814815,-41.900000000000006,0.5274074074074074,11.03896103896104,49.55555555555556,1.0113378684807257,18.805869455220105,2.235294117647059,24.350649350649352
19.0,MALE,180.0,89.1,18.0,96.0,109.0,37.7,34.5,52.5,39.0,29.4,103.0,,26.0,34.0,21.0,52.9,27.499999999999996,2.110687091920543,18.711,70.389,5.7749999999999995,21.724999999999998,0.8807339449541285,0.5333333333333333,27.13544621249575,125.1820719886153,18.5503,2.546419098143236,0.6571428571428571,0.7428571428571429,0.359375,0.8521739130434782,,13.0,1.0729166666666667,10.0,59.371492704826046,2.8272139383250496,16.327160493827158,1.8888888888888888,21.666666666666668
70.0,m,163.0,75.0,18.5,99.0,105.9,38.0,37.3,52.0,40.9,,82.0,38.2,20.0,33.4,17.0,37.6,28.228386465429637,1.8427786989579984,12.750000000000002,62.25,4.798825699123039,23.4295607663066,0.9348441926345609,0.6073619631901841,32.88790285504583,133.89731463988392,19.635327,2.6052631578947367,0.7173076923076922,0.7865384615384615,0.37676767676767675,,0.3858585858585859,6.900000000000006,0.8282828282828283,11.349693251533742,50.13333333333333,2.949019607843137,14.151831081335393,1.8054054054054054,25.0920245398773
31.0,male,170.0,102.0,19.1,127.0,95.0,35.0,47.0,5.0,40.0,27.0,110.0,45.0,24.0,35.0,35.0,42.5,35.294117647058826,2.1946905628508695,35.699999999999996,66.30000000000001,12.352941176470589,22.941176470588243,1.3368421052631578,0.7470588235294118,24.859808200294232,150.4186192563737,32.9748,3.6285714285714286,9.4,8.0,0.3700787401574803,0.574468085106383,0.3543307086614173,-32.0,0.8661417322834646,11.23529411764706,41.66666666666667,1.1904761904761907,14.705882352941178,1.832460732984293,23.52941176470588
38.0,F,164.0,83.4,15.0,77.0,116.0,,30.3,65.0,40.0,25.0,94.0,40.0,23.2,29.0,,32.4,31.008328375966695,1.9491878650692789,,,,,0.6637931034482759,0.4695121951219512,37.232184082555804,99.06109538006368,12.9227,,0.46615384615384614,0.6153846153846154,0.3935064935064935,0.8250825082508251,0.5194805194805194,39.0,1.2207792207792207,9.146341463414634,38.84892086330935,,12.046400951814398,1.9333333333333333,24.390243902439025
61.0,M,174.0,114.0,20.0,118.0,121.0,15.7,45.0,60.0,35.0,34.0,95.0,44.0,25.5,58.0,40.0,,37.65358699960365,2.3473389188611002,45.6,68.4,15.061434799841459,22.59215219976219,0.9752066115702479,0.6781609195402298,34.718312225889264,133.745047042786,27.8543,7.515923566878981,0.75,0.5833333333333334,0.3813559322033898,0.7555555555555555,0.3728813559322034,3.0,0.8050847457627118,11.494252873563218,,,,2.9,20.114942528735632
59.0,m,160.1,51.3,18.0,101.0,108.0,36.0,35.0,51.3,43.0,30.0,109.1,41.0,23.0,41.4,25.8,21.6,20.01403713559725,1.5104386780005337,13.2354,38.0646,5.16362158098409,14.850415554613157,0.9351851851851852,0.6308557151780138,35.31344635061414,163.69366004405163,20.4363,2.8055555555555554,0.6822612085769981,0.838206627680312,0.3465346534653465,0.8571428571428571,0.40594059405940597,7.0,1.08019801980198,11.242973141786385,42.10526315789474,1.6319869441044472,8.426963004462,2.3,26.858213616489696
32.0,male,173.0,84.5,21.0,82.7,111.0,4.0,33.0,58.0,46.1,27.0,110.0,41.2,21.5,33.5,20.0,29.1,28.23348591666945,2.015116484088313,16.900000000000002,67.6,5.646697183333891,22.58678873333556,0.7450450450450451,0.47803468208092487,30.78135101788284,108.56096839526856,14.239203000000002,20.675,0.5689655172413793,0.7948275862068965,0.39903264812575573,0.8181818181818182,0.49818621523579204,28.299999999999997,1.3301088270858525,12.138728323699421,34.437869822485204,1.7218934911242603,9.72301112633232,1.5952380952380953,26.647398843930638
32.0,FEMALE,178.0,118.0,17.0,88.3,110.0,36.1,33.9,70.0,44.0,24.0,104.1,43.0,20.0,40.0,40.7,41.2,37.242772377225094,2.4154594685989754,48.026,69.97399999999999,15.157808357530616,22.08496401969448,0.8027272727272727,0.4960674157303371,28.319374039070084,99.49544600091255,15.923402999999999,2.445983379501385,0.48428571428571426,0.6285714285714286,0.38391845979614947,0.7079646017699115,0.4869762174405436,21.700000000000003,1.1789354473386182,9.550561797752808,34.91525423728814,0.857868654478824,13.00340866052266,2.3529411764705883,24.719101123595504
30.0,Female,155.5,111.0,20.0,103.0,,37.0,35.0,77.0,48.0,30.9,90.0,40.0,23.0,333.0,60.0,42.6,45.90523257617271,2.189653701691967,66.6,44.400000000000006,27.543139545703625,18.362093030469087,,0.662379421221865,,111.84444893343547,,2.7837837837837838,0.45454545454545453,0.6233766233766234,0.33980582524271846,0.8828571428571428,0.3883495145631068,,0.8737864077669902,12.861736334405144,38.37837837837838,0.6396396396396398,17.617683853558177,16.65,30.86816720257235
73.0,m,171.4,120.0,20.0,120.0,124.0,47.7,34.0,62.0,43.2,39.0,103.0,49.0,23.0,45.0,36.0,44.6,40.846947847978555,2.3902580055996743,43.199999999999996,76.80000000000001,14.704901225272277,26.142046622706278,0.967741935483871,0.7001166861143524,37.25931012997742,131.57383517062428,28.8112,2.5157232704402515,0.5483870967741935,0.6967741935483871,0.2833333333333333,1.1470588235294117,0.4083333333333333,4.0,0.8583333333333333,11.668611435239207,37.16666666666667,1.0324074074074074,15.181448950165363,2.25,25.204200700116687
23.0,Male,182.2,64.0,16.0,103.0,92.6,32.6,25.0,48.0,35.0,30.0,119.0,41.0,24.0,38.0,24.0,27.1,19.278943417506007,1.7997530694823418,15.36,48.64,4.626946420201441,14.651996997304565,1.1123110151187905,0.5653128430296378,19.652032746354365,159.43913373567764,21.293712,3.1595092024539877,0.5208333333333334,0.7291666666666666,0.24271844660194175,1.2,0.39805825242718446,-10.400000000000006,1.1553398058252426,8.781558726673985,42.34375,1.7643229166666667,8.1634276033502,2.375,19.209659714599344
68.0,FEMALE,158.0,533.0,15.0,85.0,110.0,30.0,30.0,46.0,39.0,25.6,100.0,37.0,21.5,27.0,49.0,,213.5074507290498,4.836608086022453,261.17,271.83,104.61865085723441,108.8887998718154,0.7727272727272727,0.5379746835443038,37.38689953122171,42.457788248471545,14.8875,2.8333333333333335,0.6521739130434783,0.8478260869565217,0.35294117647058826,0.8533333333333334,0.43529411764705883,25.0,1.1764705882352942,9.49367088607595,,,,1.8,24.68354430379747
28.0,M,176.5,96.0,20.0,36.6,126.9,42.0,28.4,63.0,35.0,29.0,123.3,39.0,21.7,46.0,38.9,38.2,30.816393679429257,2.169485346036397,37.344,58.656,11.987577141297981,18.828816538131274,0.2884160756501182,0.20736543909348443,36.11835130476666,45.52933696383723,8.386983000000003,0.8714285714285714,0.45079365079365075,0.5555555555555556,0.7759562841530054,1.0211267605633803,1.0655737704918031,90.30000000000001,3.3688524590163933,11.3314447592068,39.79166666666667,1.0229220222793487,12.262356651606227,2.3,19.8300283286119
32.0,male,175.0,100.0,18.0,113.0,105.0,42.2,29.1,65.0,35.0,28.0,115.0,45.0,24.2,37.0,24.0,32.7,32.6530612244898,2.204792759220492,24.0,76.0,7.836734693877551,24.816326530612244,1.0761904761904761,0.6457142857142857,27.355736761107266,137.14215511481595,25.5828,2.677725118483412,0.4476923076923077,0.5384615384615384,0.2575221238938053,0.9621993127147765,0.39823008849557523,-8.0,1.0176991150442478,10.285714285714285,32.7,1.3625,10.677551020408163,2.0555555555555554,20.0
68.0,f,156.0,52.0,15.0,103.0,109.9,35.0,32.2,57.0,,23.0,88.2,38.8,19.0,37.0,,19.0,21.367521367521366,1.501110699893027,,,,,0.9372156505914467,0.6602564102564102,38.404115715317545,163.67085612806818,21.251327,2.942857142857143,0.5649122807017545,,0.312621359223301,0.7142857142857142,0.37669902912621356,6.900000000000006,0.8563106796116505,9.615384615384617,36.53846153846153,,7.807363576594345,2.466666666666667,
46.0,M,168.0,82.0,18.0,130.2,121.0,42.0,30.0,60.0,33.4,29.0,114.0,48.0,25.0,36.0,32.3,,29.053287981859416,1.9561867668161612,26.485999999999997,55.514,9.38421201814059,19.669075963718825,1.0760330578512396,0.7749999999999999,37.56757543277715,170.97483802156916,33.963328,3.0999999999999996,0.5,0.5566666666666666,0.23041474654377883,0.9666666666666667,0.3686635944700461,-9.199999999999989,0.8755760368663595,10.714285714285714,,,,2.0,19.88095238095238
33.0,F,151.3,49.0,12.9,58.0,106.0,31.0,37.0,56.0,40.0,24.0,100.9,38.0,19.7,33.5,43.4,20.8,21.405147457439792,1.4350474246905958,21.266,27.734,9.28983399652887,12.115313460910924,0.5471698113207547,0.38334434897554526,38.95704811304382,93.50243471116407,8.3408,1.8709677419354838,0.6607142857142857,0.7142857142857143,0.6379310344827587,0.6486486486486487,0.6551724137931034,48.0,1.7396551724137932,8.526107072042299,42.44897959183674,0.9780870873695101,9.086266675811178,2.5968992248062013,26.43754130865829
52.0,m,175.0,103.0,20.0,93.0,114.0,36.2,40.0,58.0,43.7,31.0,113.3,43.0,25.0,30.0,39.0,39.8,33.63265306122449,2.2376202636829254,40.17,62.83,13.116734693877552,20.515918367346938,0.8157894736842105,0.5314285714285715,31.243371340630745,111.2133345626679,17.6067,2.569060773480663,0.6896551724137931,0.753448275862069,0.43010752688172044,0.775,0.46236559139784944,21.0,1.218279569892473,11.428571428571429,38.640776699029125,0.9907891461289519,12.995918367346938,1.5,24.97142857142857
56.0,MALE,171.8,103.0,2.0,135.0,119.0,39.0,36.0,61.0,44.0,30.2,111.0,44.0,25.0,,29.1,41.1,34.89722597546216,2.217067632908137,29.973000000000003,73.027,10.15509275885949,24.742133216602674,1.134453781512605,0.7857974388824214,34.8460123775921,159.95589050107694,36.6292,3.4615384615384617,0.5901639344262295,0.7213114754098361,0.26666666666666666,0.8388888888888889,0.32592592592592595,-16.0,0.8222222222222222,1.1641443538998835,39.90291262135923,1.3712341106996295,13.92500958826694,,25.611175785797435
68.0,m,180.0,67.0,19.0,103.9,92.0,33.8,35.0,544.0,32.2,,98.0,,23.0,30.0,35.0,26.8,20.679012345679013,1.8303005217723127,23.45,43.55,7.237654320987653,13.441358024691356,1.1293478260869565,0.5772222222222223,20.095972949996415,156.23844245828562,21.689547,3.0739644970414206,0.06433823529411764,0.05919117647058824,0.3368623676612127,,,-11.900000000000006,0.9432146294513956,10.555555555555555,40.0,1.142857142857143,8.271604938271604,1.5789473684210527,17.88888888888889
33.0,F,160.0,69.0,15.0,89.9,93.8,33.0,34.2,60.0,40.0,24.0,110.0,37.0,22.0,28.9,35.0,32.4,26.953124999999996,1.7511900715418263,24.15,44.85,9.433593749999998,17.519531249999996,0.9584221748400854,0.561875,28.3471319568428,125.59392694982863,16.174667000000003,2.7242424242424246,0.5700000000000001,0.6666666666666666,0.38042269187986655,0.7017543859649122,0.4115684093437152,3.8999999999999915,1.2235817575083425,9.375,46.95652173913043,1.3416149068322982,12.656249999999996,1.9266666666666665,25.0
