,Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
2863,BEANS,"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED",6.98,0,0,3.400000095,40,1.98,2.599999905,89.93,0.008,0.108,0.047,0.41
2864,BEETS,"BEETS,RAW",9.56,0,6,2.799999952,43,1.61,6.760000229,87.58,0.032,0.06,0.027,0.17
2865,BEETS,"BEETS,CKD,BLD,DRND",9.96,0,6,2.0,44,1.68,7.960000038,87.06,0.035,0.064,0.028,0.18
2866,BEETS,"BEETS,CND,REG PK,SOL&LIQUIDS",7.14,0,7,1.200000048,30,0.73,6.53000021,91.3,0.016,0.03,0.013,0.09
2867,BEETS,"BEETS,CND,DRND SOL",7.21,0,8,1.799999952,31,0.91,5.510000229,90.96,0.027,0.049,0.022,0.14
2868,BEET GREENS,"BEET GREENS,RAW",4.33,0,0,3.700000048,22,2.2,0.5,91.02,0.026,0.046,0.02,0.13
2869,BEET GRNS,"BEET GRNS,CKD,BLD,DRND,WO/SALT",5.46,0,0,2.900000095,27,2.57,0.600000024,89.13,0.038,0.07,0.031,0.2
2870,BROADBEANS,"BROADBEANS,IMMAT SEEDS,RAW",11.7,0,0,4.199999809,72,5.6,0.0,81.0,0.017,0.31,0.138,0.6
2871,BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",10.1,0,0,3.599999905,62,4.8,0.0,83.7,0.02,0.303,0.142,0.5
2872,BROCCOLI,"BROCCOLI,RAW",6.64,0,19,2.599999905,34,2.82,1.700000048,89.3,0.011,0.038,0.039,0.37
2873,BROCCOLI,"BROCCOLI,CKD,BLD,DRND,WO/SALT",7.18,0,40,3.299999952,35,2.38,1.389999986,89.25,0.04,0.17,0.079,0.41
2874,BROCCOLI,"BROCCOLI,FRZ,CHOPD,UNPREP",4.78,0,15,3.0,26,2.81,1.350000024,91.46,0.02,0.136,0.044,0.29
2875,BROCCOLI,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",5.35,0,16,3.0,28,3.1,1.470000029,90.72,0.008,0.055,0.018,0.12
2876,BROCCOLI,"BROCCOLI,FRZ,SPEARS,UNPREP",5.35,0,0,3.0,29,3.06,1.470000029,90.55,0.024,0.162,0.052,0.34
2877,BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT",5.36,0,16,3.0,28,3.1,1.470000029,90.72,0.008,0.055,0.018,0.11
2878,BROCCOLI RAAB,"BROCCOLI RAAB,RAW",2.85,0,18,2.700000048,22,3.17,0.379999995,92.55,0.026,0.13,0.05,0.49
2879,BROCCOLI RAAB,"BROCCOLI RAAB,CKD",3.12,0,34,2.799999952,33,3.83,0.620000005,91.41,0.03,0.15,0.057,0.52
2880,BRUSSELS SPROUTS,"BRUSSELS SPROUTS,RAW",8.95,0,19,3.799999952,43,3.38,2.200000048,86.0,0.023,0.153,0.062,0.3
2881,BRUSSELS SPROUTS,"BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT",7.1,0,41,2.599999905,36,2.55,1.74000001,88.9,0.038,0.255,0.102,0.5
2882,BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,UNPREP",7.86,0,0,3.799999952,41,3.78,0.0,87.07,0.031,0.207,0.084,0.41
2883,BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT",8.32,0,18,4.099999905,42,3.64,2.079999924,86.74,0.03,0.2,0.081,0.39
2884,BURDOCK ROOT,"BURDOCK ROOT,RAW",17.34,0,12,3.299999952,72,1.53,2.900000095,80.09,0.037,0.059,0.025,0.15
2885,BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,WO/SALT",21.15,0,14,1.799999952,88,2.09,3.549999952,75.64,0.035,0.055,0.023,0.14
2886,BUTTERBUR,"BUTTERBUR,(FUKI),RAW",3.61,0,0,0.0,14,0.39,0.0,94.5,0.0,0.0,0.0,0.04
2887,BUTTERBUR,"BUTTERBUR,CKD,BLD,DRND,WO/SALT",2.16,0,0,0.0,8,0.23,0.0,96.7,0.0,0.0,0.0,0.02
2888,BUTTERBUR,"BUTTERBUR,CANNED",0.38,0,0,0.0,3,0.11,0.0,97.92,0.0,0.0,0.0,0.13
2889,CABBAGE,"CABBAGE,RAW",5.8,0,11,2.5,25,1.28,3.200000048,92.18,0.017,0.017,0.034,0.1
2890,CABBAGE,"CABBAGE,CKD,BLD,DRND,WO/SALT",5.51,0,20,1.899999976,23,1.27,2.789999962,92.57,0.019,0.023,0.0,0.06
2891,CABBAGE,"CABBAGE,RED,RAW",7.37,0,17,2.099999905,31,1.43,3.829999924,90.39,0.012,0.08,0.021,0.16
2892,CABBAGE,"CABBAGE,RED,CKD,BLD,DRND,WO/SALT",6.94,0,21,2.599999905,29,1.51,3.319999933,90.84,0.007,0.043,0.011,0.09
2893,CABBAGE,"CABBAGE,SAVOY,RAW",6.1,0,12,3.099999905,27,2.0,2.269999981,91.0,0.007,0.049,0.013,0.1
2894,CABBAGE,"CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT",5.41,0,0,2.799999952,24,1.8,0.0,92.0,0.007,0.043,0.012,0.09
2895,CABBAGE,"CABBAGE,CHINESE (PAK-CHOI),RAW",2.18,0,6,1.0,13,1.5,1.179999948,95.32,0.015,0.096,0.027,0.2
2896,CABBAGE,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,WO/SALT",1.78,0,12,1.0,12,1.56,0.829999983,95.55,0.012,0.077,0.021,0.16
2897,CABBAGE,"CABBAGE,CHINESE (PE-TSAI),RAW",3.23,0,8,1.200000048,16,1.2,1.409999967,94.39,0.023,0.072,0.043,0.2
2898,CABBAGE,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,WO/SALT",2.41,0,0,1.700000048,14,1.5,0.0,95.24,0.02,0.061,0.036,0.17
2899,CARDOON,"CARDOON,RAW",4.07,0,0,1.600000024,17,0.7,0.0,94.0,0.018,0.041,0.011,0.1
2900,CARDOON,"CARDOON,CKD,BLD,DRND,WO/SALT",5.33,0,0,1.700000048,22,0.76,0.0,93.46,0.02,0.044,0.012,0.11
2901,CARROTS,"CARROTS,RAW",9.58,0,9,2.799999952,41,0.93,4.739999771,88.29,0.014,0.117,0.037,0.24
2902,CARROTS,"CARROTS,CKD,BLD,DRND,WO/SALT",8.22,0,9,3.0,35,0.76,3.450000048,90.17,0.006,0.089,0.03,0.18
2903,CARROTS,"CARROTS,CND,REG PK,SOL&LIQUIDS",5.37,0,6,1.799999952,23,0.58,2.460000038,92.99,0.006,0.065,0.025,0.14
2904,CARROTS,"CARROTS,CND,REG PK,DRND SOL",5.54,0,6,1.5,25,0.64,2.480000019,92.95,0.009,0.092,0.036,0.19
2905,CARROTS,"CARROTS,FROZEN,UNPREPARED",7.9,0,8,3.299999952,36,0.78,4.760000229,90.04,0.014,0.263,0.047,0.46
2906,CARROTS,"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT",7.73,0,9,3.299999952,37,0.58,4.079999924,90.32,0.031,0.334,0.12,0.68
2907,CASSAVA,"CASSAVA,RAW",38.06,0,24,1.799999952,160,1.36,1.700000048,59.68,0.075,0.048,0.074,0.28
2908,CAULIFLOWER,"CAULIFLOWER,RAW",5.3,0,45,2.5,25,1.98,2.400000095,91.91,0.007,0.048,0.015,0.1
2909,CAULIFLOWER,"CAULIFLOWER,CKD,BLD,DRND,WO/SALT",4.11,0,39,2.299999952,23,1.84,2.079999924,93.0,0.032,0.217,0.07,0.45
2910,CAULIFLOWER,"CAULIFLOWER,FRZ,UNPREP",4.68,0,42,2.299999952,24,2.01,2.220000029,92.51,0.019,0.128,0.041,0.27
2911,CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT",3.75,0,34,2.700000048,19,1.61,1.049999952,94.0,0.015,0.105,0.034,0.22
2912,CELERIAC,"CELERIAC,RAW",9.2,0,9,1.799999952,42,1.5,1.600000024,88.0,0.058,0.148,0.079,0.3
2913,CELERIAC,"CELERIAC,CKD,BLD,DRND,WO/SALT",5.9,0,0,1.200000048,27,0.96,0.0,92.3,0.0,0.0,0.0,0.19
2914,CELERY,"CELERY,RAW",2.97,0,6,1.600000024,16,0.69,1.830000043,95.43,0.032,0.079,0.042,0.17
2915,CELERY,"CELERY,CKD,BLD,DRND,WO/SALT",4.0,0,8,1.600000024,18,0.83,2.369999886,94.11,0.03,0.075,0.04,0.16
2916,CELTUCE,"CELTUCE,RAW",3.65,0,0,1.700000048,18,0.85,0.0,94.5,0.0,0.0,0.0,0.3
2917,CHARD,"CHARD,SWISS,RAW",3.74,0,18,1.600000024,19,1.8,1.100000024,92.66,0.04,0.07,0.03,0.2
2918,CHARD,"CHARD,SWISS,CKD,BLD,DRND,WO/SALT",4.13,0,29,2.099999905,20,1.88,1.100000024,92.65,0.016,0.028,0.012,0.08
2919,CHAYOTE,"CHAYOTE,FRUIT,RAW",4.51,0,9,1.700000048,19,0.82,1.659999967,94.24,0.01,0.057,0.028,0.13
2920,CHAYOTE,"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT",5.09,0,0,2.799999952,24,0.62,0.0,93.43,0.0,0.0,0.086,0.48
2921,CHICORY,"CHICORY,WITLOOF,RAW",4.0,0,0,3.099999905,17,0.9,0.0,94.52,0.002,0.044,0.024,0.1
2922,CHICORY GREENS,"CHICORY GREENS,RAW",4.7,0,13,4.0,23,1.7,0.699999988,92.0,0.006,0.131,0.073,0.3
2923,CHICORY ROOTS,"CHICORY ROOTS,RAW",17.51,0,0,0.0,73,1.4,0.0,80.0,0.004,0.087,0.048,0.2
2924,CHIVES,"CHIVES,RAW",4.35,0,5,2.5,30,3.27,1.850000024,90.65,0.095,0.267,0.146,0.73
2925,CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,RAW",3.02,0,0,3.0,24,3.36,0.0,91.4,0.0,0.0,0.0,0.56
2926,CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT",4.31,0,13,2.299999952,20,1.64,2.00999999,92.49,0.002,0.039,0.022,0.09
2927,COLESLAW,"COLESLAW,HOME-PREPARED",12.41,8,0,1.5,78,1.29,0.0,81.5,0.708,1.351,0.385,2.61
2928,COLLARDS,"COLLARDS,RAW",5.69,0,23,3.599999905,30,2.45,0.460000008,90.55,0.03,0.201,0.055,0.42
2929,COLLARDS,"COLLARDS,CKD,BLD,DRND,WO/SALT",4.91,0,32,2.799999952,26,2.11,0.400000006,91.86,0.026,0.173,0.047,0.36
2930,COLLARDS,"COLLARDS,FRZ,CHOPD,UNPREP",6.46,0,0,3.599999905,33,2.69,0.0,89.53,0.027,0.178,0.048,0.37
2931,COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",7.1,0,45,2.799999952,36,2.97,0.569999993,88.47,0.02,0.21,0.06,0.41
2932,CORIANDER (CILANTRO) LEAVES,"CORIANDER (CILANTRO) LEAVES,RAW",3.67,0,13,2.799999952,23,2.13,0.870000005,92.21,0.275,0.04,0.014,0.52
2933,CORN,"CORN,SWEET,YELLOW,RAW",19.02,0,23,2.700000048,86,3.22,3.220000029,75.96,0.347,0.559,0.182,1.18
2934,CORN,"CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT",25.11,0,29,2.799999952,108,3.32,3.170000076,69.57,0.374,0.603,0.197,1.28
2935,CORN,"CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS",15.41,0,0,1.700000048,64,1.95,2.829999924,81.34,0.144,0.233,0.077,0.5
2936,CORN,"CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL",18.8,0,16,1.899999976,81,2.64,3.039999962,76.71,0.239,0.464,0.173,0.93
2937,CORN,"CORN,SWT,YEL,CND,CRM STYLE,REG PK",18.13,0,20,1.200000048,72,1.74,3.230000019,78.73,0.123,0.198,0.065,0.42
2938,CORN,"CORN,SWT,YEL,CND,VACUUM PK,REG PK",19.44,0,22,2.0,79,2.41,3.559999943,76.58,0.147,0.237,0.077,0.5
2939,CORN,"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,UNPREP",20.71,0,24,2.099999905,88,3.02,2.5,75.0,0.227,0.366,0.119,0.78
2940,CORN,"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",19.3,0,22,2.400000095,81,2.55,3.069999933,77.03,0.197,0.318,0.103,0.67
2941,CORN,"CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP",23.5,0,0,2.799999952,98,3.28,3.779999971,71.79,0.228,0.367,0.12,0.78
2942,CORN,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT",22.33,0,0,2.799999952,93,3.11,3.589999914,73.2,0.216,0.348,0.114,0.74
2943,CORN,"CORN,YEL,WHL KERNEL,FRZ,MICROWAVED",25.87,0,30,2.599999905,131,3.62,3.359999895,68.4,0.287,0.463,0.15,1.42
2944,CORN W/RED&GRN PEPPERS,"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS",18.17,0,0,0.0,75,2.33,0.0,77.5,0.157,0.261,0.085,0.55
2945,CORNSALAD,"CORNSALAD,RAW",3.6,0,0,0.0,21,2.0,0.0,92.8,0.0,0.0,0.0,0.4
2946,COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,RAW",18.83,0,0,5.0,90,2.95,3.0,77.2,0.032,0.15,0.09,0.35
2947,COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",20.32,0,33,5.0,97,3.17,3.230000019,75.48,0.034,0.161,0.096,0.38
2948,COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP",25.13,0,0,5.0,139,8.98,0.0,64.15,0.063,0.297,0.185,0.7
2949,COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT",23.76,0,46,6.400000095,132,8.49,4.460000038,66.1,0.06,0.28,0.175,0.66
2950,COWPEAS,"COWPEAS,YOUNG PODS W/SEEDS,RAW",9.5,0,0,0.0,44,3.3,0.0,86.0,0.027,0.127,0.079,0.3
2951,COWPEAS,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,WO/SALT",7.0,0,0,0.0,34,2.6,0.0,89.5,0.027,0.127,0.079,0.3
2952,YARDLONG BEAN,"YARDLONG BEAN,RAW",8.35,0,0,0.0,47,2.8,0.0,87.85,0.036,0.169,0.105,0.4
2953,YARDLONG BEAN,"YARDLONG BEAN,CKD,BLD,DRND,WO/SALT",9.18,0,0,0.0,47,2.53,0.0,87.47,0.009,0.042,0.026,0.1
2954,COWPEAS,"COWPEAS,LEAFY TIPS,RAW",4.82,0,0,0.0,29,4.1,0.0,89.78,0.022,0.106,0.066,0.25
2955,COWPEAS,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",2.8,0,0,0.0,22,4.67,0.0,91.3,0.009,0.042,0.026,0.1
2956,CRESS,"CRESS,GARDEN,RAW",5.5,0,20,1.100000024,32,2.6,4.400000095,89.4,0.239,0.228,0.023,0.7
2957,CRESS,"CRESS,GARDEN,CKD,BLD,DRND,WO/SALT",3.8,0,14,0.699999988,23,1.9,3.109999895,92.5,0.205,0.196,0.02,0.6
2958,CUCUMBER,"CUCUMBER,WITH PEEL,RAW",3.63,0,6,0.5,15,0.65,1.669999957,95.23,0.005,0.032,0.037,0.11
2959,CUCUMBER,"CUCUMBER,PEELED,RAW",2.16,0,6,0.699999988,12,0.59,1.379999995,96.73,0.002,0.003,0.013,0.16
2960,DANDELION GREENS,"DANDELION GREENS,RAW",9.2,0,35,3.5,45,2.7,0.709999979,85.6,0.014,0.306,0.17,0.7
2961,DANDELION GRNS,"DANDELION GRNS,CKD,BLD,DRND,WO/SALT",6.4,0,25,2.900000095,33,2.0,0.5,89.8,0.012,0.262,0.146,0.6
2962,EGGPLANT,"EGGPLANT,RAW",5.7,0,7,3.400000095,24,1.01,2.349999905,92.41,0.016,0.076,0.034,0.19
2963,EGGPLANT,"EGGPLANT,CKD,BLD,DRND,WO/SALT",8.73,0,9,2.5,35,0.83,3.200000048,89.67,0.02,0.093,0.044,0.23
2964,EDAMAME,"EDAMAME,FRZ,UNPREP",8.58,0,56,4.800000191,110,10.25,2.480000019,75.17,0.0,0.0,0.0,4.73
2965,EDAMAME,"EDAMAME,FRZ,PREP",9.94,0,56,5.199999809,122,10.88,2.180000067,72.77,1.282,2.156,0.62,5.2
2966,ENDIVE,"ENDIVE,RAW",3.35,0,17,3.099999905,17,1.25,0.25,93.79,0.004,0.087,0.048,0.2
2967,GARLIC,"GARLIC,RAW",33.06,0,23,2.099999905,149,6.36,1.0,58.58,0.011,0.249,0.089,0.5
2968,GINGER ROOT,"GINGER ROOT,RAW",17.77,0,29,2.0,80,1.82,1.700000048,78.89,0.154,0.154,0.203,0.75
2969,GOURD,"GOURD,WHITE-FLOWERED (CALABASH),RAW",3.39,0,0,0.0,14,0.62,0.0,95.54,0.004,0.009,0.002,0.02
2970,GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT",3.69,0,0,0.0,15,0.6,0.0,95.32,0.004,0.009,0.002,0.02
2971,GOURD,"GOURD,DISHCLOTH (TOWELGOURD),RAW",4.36,0,0,0.0,20,1.2,0.0,93.85,0.037,0.087,0.016,0.2
2972,GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,WO/SALT",14.34,0,0,0.0,56,0.66,0.0,84.29,0.063,0.148,0.027,0.34
2973,HORSERADISH-TREE LEAFY TIPS,"HORSERADISH-TREE LEAFY TIPS,RAW",8.28,0,0,2.0,64,9.4,0.0,78.66,0.0,0.0,0.0,1.4
2974,HORSERADISH-TREE,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,WO/SALT",11.15,0,21,2.0,60,5.27,1.0,81.65,0.473,0.015,0.152,0.93
2975,HYACINTH-BEANS,"HYACINTH-BEANS,IMMAT SEEDS,RAW",9.19,0,0,0.0,46,2.1,0.0,87.87,0.095,0.008,0.088,0.2
2976,HYACINTH-BEANS,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",9.2,0,0,0.0,50,2.95,0.0,86.9,0.129,0.01,0.119,0.27
2977,JERUSALEM-ARTICHOKES,"JERUSALEM-ARTICHOKES,RAW",17.44,0,30,1.600000024,73,2.0,9.600000381,78.01,0.004,0.001,0.0,0.01
2978,JEW'S EAR,"JEW'S EAR,(PEPEAO),RAW",6.75,0,0,0.0,25,0.48,0.0,92.59,0.0,0.0,0.0,0.04
2979,PEPEAO,"PEPEAO,DRIED",81.03,0,0,0.0,298,4.82,0.0,11.14,0.0,0.0,0.0,0.44
2980,JUTE,"JUTE,POTHERB,RAW",5.8,0,0,0.0,34,4.65,0.0,87.72,0.017,0.12,0.038,0.25
2981,JUTE,"JUTE,POTHERB,CKD,BLD,DRND,WO/SALT",7.29,0,13,2.0,37,3.68,1.0,87.15,0.014,0.096,0.03,0.2
2982,KALE,"KALE,RAW",10.01,0,0,2.0,50,3.3,0.0,84.46,0.052,0.338,0.091,0.7
2983,KALE,"KALE,CKD,BLD,DRND,WO/SALT",5.63,0,0,2.0,28,1.9,1.25,91.2,0.03,0.193,0.052,0.4
2984,KALE,"KALE,FROZEN,UNPREPARED",4.9,0,0,2.0,28,2.66,0.0,91.12,0.034,0.219,0.059,0.46
2985,KALE,"KALE,FRZ,CKD,BLD,DRND,WO/SALT",5.23,0,0,2.0,30,2.84,1.340000033,90.5,0.036,0.235,0.063,0.49
2986,KANPYO,"KANPYO,(DRIED GOURD STRIPS)",65.04,0,0,0.0,258,8.58,0.0,19.97,0.103,0.244,0.045,0.56
2987,KOHLRABI,"KOHLRABI,RAW",6.2,0,12,3.599999905,27,1.7,2.599999905,91.0,0.007,0.048,0.013,0.1
2988,KOHLRABI,"KOHLRABI,CKD,BLD,DRND,WO/SALT",6.69,0,13,1.100000024,29,1.8,2.799999952,90.3,0.008,0.053,0.014,0.11
2989,MUSHROOMS,"MUSHROOMS,PORTABELLA,GRILLED",4.91,0,33,2.200000048,35,4.27,0.0,88.91,0.0,0.2,0.05,0.75
2990,LAMBSQUARTERS,"LAMBSQUARTERS,RAW",7.3,0,0,4.0,43,4.2,0.0,84.3,0.15,0.351,0.059,0.8
2991,LAMBSQUARTERS,"LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",5.0,0,0,2.099999905,32,3.2,0.620000005,88.9,0.131,0.307,0.052,0.7
2992,LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",14.15,0,10,1.799999952,61,1.5,3.900000095,83.0,0.004,0.166,0.04,0.3
2993,LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,WO/SALT",7.62,0,0,1.0,31,0.81,2.109999895,90.8,0.003,0.111,0.027,0.2
2994,LENTILS,"LENTILS,SPROUTED,RAW",22.14,0,0,0.0,106,8.96,0.0,67.34,0.104,0.219,0.057,0.55
2995,LENTILS,"LENTILS,SPROUTED,CKD,STIR-FRIED,WO/SALT",21.25,0,0,0.0,101,8.8,0.0,68.7,0.095,0.201,0.053,0.45
2996,LETTUCE,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",2.23,0,8,1.100000024,13,1.35,0.939999998,95.63,0.008,0.117,0.029,0.22
2997,LETTUCE,"LETTUCE,COS OR ROMAINE,RAW",3.29,0,10,2.099999905,17,1.23,1.190000057,94.61,0.012,0.16,0.039,0.3
2998,LETTUCE,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",2.97,0,7,1.200000048,14,0.9,1.970000029,95.64,0.006,0.074,0.018,0.14
2999,LETTUCE,"LETTUCE,GRN LEAF,RAW",2.79,0,13,1.299999952,15,1.36,0.779999971,95.07,0.006,0.082,0.02,0.15
3000,LOTUS ROOT,"LOTUS ROOT,RAW",17.23,0,0,4.900000095,74,2.6,0.0,79.1,0.02,0.02,0.03,0.1
3001,LOTUS ROOT,"LOTUS ROOT,CKD,BLD,DRND,WO/SALT",16.02,0,25,3.099999905,66,1.58,0.5,81.42,0.014,0.014,0.021,0.07
3002,LETTUCE,"LETTUCE,RED LEAF,RAW",2.26,0,12,0.899999976,16,1.33,0.479999989,95.64,0.0,0.0,0.0,0.22
3003,MOUNTAIN YAM,"MOUNTAIN YAM,HAWAII,RAW",16.31,0,0,0.0,67,1.34,0.0,81.44,0.004,0.045,0.022,0.1
3004,MOUNTAIN YAM,"MOUNTAIN YAM,HAWAII,CKD,STMD,WO/SALT",20.0,0,0,0.0,82,1.73,0.0,77.14,0.003,0.036,0.018,0.08
3005,MUSHROOMS,"MUSHROOMS,WHITE,RAW",3.28,0,17,1.0,22,3.09,1.649999976,92.43,0.0,0.139,0.043,0.34
3006,MUSHROOMS,"MUSHROOMS,CKD,BLD,DRND,WO/SALT",5.29,0,20,2.200000048,28,2.17,1.950000048,91.08,0.007,0.191,0.051,0.47
3007,MUSHROOMS,"MUSHROOMS,WHITE,STIR-FRIED",4.04,0,22,1.799999952,26,3.58,0.0,91.1,0.0,0.16,0.04,0.33
3008,MUSHROOMS,"MUSHROOMS,CND,DRND SOL",5.09,0,20,2.400000095,25,1.87,1.950000048,91.08,0.005,0.117,0.031,0.29
3009,MUSHROOMS,"MUSHROOMS,PORTABELLA,RAW",5.07,0,21,1.5,26,2.5,1.799999952,91.2,0.003,0.078,0.026,0.2
3010,MUSHROOMS,"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",4.12,0,22,0.600000024,27,2.5,1.720000029,92.3,0.002,0.042,0.014,0.1
3011,MUSHROOMS,"MUSHROOMS,SHIITAKE,STIR-FRIED",7.68,0,59,3.599999905,48,3.45,0.300000012,87.74,0.0,0.14,0.03,0.35
3012,MUSHROOMS,"MUSHROOMS,SHIITAKE,DRIED",75.37,0,202,11.5,296,9.58,2.210000038,9.5,0.317,0.151,0.225,0.99
3013,MUSHROOMS,"MUSHROOMS,SHIITAKE,CKD,WO/SALT",14.39,0,37,2.099999905,56,1.56,3.609999895,83.48,0.07,0.034,0.05,0.22
3014,MUSTARD GREENS,"MUSTARD GREENS,RAW",4.9,0,0,3.299999952,26,2.7,1.600000024,90.8,0.092,0.038,0.01,0.2
3015,MUSTARD GRNS,"MUSTARD GRNS,CKD,BLD,DRND,WO/SALT",2.1,0,0,2.0,15,2.26,0.100000001,94.46,0.11,0.046,0.012,0.24
3016,MUSTARD GRNS,"MUSTARD GRNS,FRZ,UNPREP",3.41,0,0,3.299999952,20,2.49,0.0,93.21,0.124,0.051,0.014,0.27
3017,MUSTARD GRNS,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT",3.11,0,0,2.799999952,19,2.27,0.319999993,93.8,0.113,0.047,0.013,0.25
3018,MUSTARD SPINACH,"MUSTARD SPINACH,(TENDERGREEN),RAW",3.9,0,0,2.799999952,22,2.2,0.0,92.2,0.138,0.057,0.015,0.3
3019,MUSTARD SPINACH,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,WO/SALT",2.8,0,0,2.0,16,1.7,0.0,94.5,0.0,0.0,0.0,0.2
3020,NEW ZEALAND SPINACH,"NEW ZEALAND SPINACH,RAW",2.5,0,0,0.0,14,1.5,0.0,94.0,0.005,0.084,0.032,0.2
3021,NEW ZEALAND SPINACH,"NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT",2.2,0,0,0.0,12,1.3,0.0,94.8,0.005,0.071,0.027,0.17
3022,OKRA,"OKRA,RAW",7.03,0,12,3.200000048,31,2.0,1.200000048,90.17,0.017,0.027,0.026,0.1
3023,OKRA,"OKRA,CKD,BLD,DRND,WO/SALT",4.51,0,9,2.5,22,1.87,2.400000095,92.57,0.028,0.046,0.045,0.21
3024,OKRA,"OKRA,FROZEN,UNPREPARED",6.63,0,11,2.200000048,30,1.69,2.970000029,90.82,0.041,0.066,0.065,0.25
3025,OKRA,"OKRA,FRZ,CKD,BLD,DRND,WO/SALT",5.75,0,11,2.799999952,28,2.08,2.869999886,91.12,0.05,0.081,0.079,0.3
3026,ONIONS,"ONIONS,RAW",9.34,0,6,1.700000048,40,1.1,4.239999771,89.11,0.013,0.017,0.042,0.1
3027,ONIONS,"ONIONS,CKD,BLD,DRND,WO/SALT",10.15,0,7,1.399999976,44,1.36,4.730000019,87.86,0.027,0.073,0.031,0.19
3028,ONIONS,"ONIONS,DEHYDRATED FLAKES",83.28,0,54,9.199999809,349,8.95,37.40999985,3.93,0.064,0.18,0.078,0.46
3029,ONIONS,"ONIONS,CND,SOL&LIQUIDS",4.02,0,0,1.200000048,19,0.85,2.200000048,94.1,0.013,0.036,0.016,0.09
3030,ONIONS,"ONIONS,YEL,SAUTEED",7.86,0,6,1.700000048,132,0.95,0.0,80.01,0.0,0.0,0.0,10.8
3031,ONIONS,"ONIONS,FRZ,CHOPD,UNPREP",6.81,0,0,1.799999952,29,0.79,0.0,91.99,0.014,0.039,0.017,0.1
3032,ONIONS,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",6.59,0,4,1.799999952,28,0.77,2.900000095,92.24,0.013,0.038,0.016,0.1
3033,ONIONS,"ONIONS,FRZ,WHL,UNPREP",8.45,0,6,1.700000048,35,0.89,3.809999943,90.22,0.009,0.025,0.011,0.06
